2384:866,361,238,999,901,409,500,2139,190,262
2385:17,302,58,616,29,84,8,542,650,1102
2392:17,302,654,76,616,58,8,866,84,29
2393:17,302,654,616,84,58,8,518,542,76
2394:302,654,616,84,58,542,76,29,564,650
2395:17,616,84,8,650,76,518,15,1102,101
2399:3672,247,11563,8273,1495,19871,27241,7021,963,17646
2405:17,302,654,58,8,542,518,15,84,76
2407:866,2139,358,254,500,1730,238,2265,1200,262
2408:1709,3307,4444,1352,4825,7422,6379,605,6439,7358
2419:58,8,616,654,17,76,302,568,861,542
2429:378,64603,1991,1542,119535,40846,149,26848,5254,1589
2447:29,84,8,76,1102,354,518,542,6,289
2452:12832,2282,2848,8349,10127,77590,22856,698,2265,35268
2453:29657,23740,71417,596,110105,16642,2908,193,11941,123316
2454:2139,500,238,409,262,358,999,901,361,866
2456:17,58,616,29,84,76,8,650,1102,542
2461:518,29,542,101,61,6,289,138,736,70
2464:654,58,616,8,354,76,518,650,736,542
2465:58,616,84,8,1102,354,76,650,518,542
2469:302,616,58,84,8,29,542,518,76,354
2489:168,719,984,1326,801,1400,8860,1528,5480,5738
2491:2319,17,302,654,76,616,58,8,866,84
2499:1097,58941,81553,7264,25560,17572,43765,12092,53358,76693
2500:654,616,58,84,8,29,76,354,518,650
2501:17,1382,1405,327,8,131,119,363,245,65
2505:17,654,616,58,84,29,518,650,542,76
2510:1460,1326,297,168,5738,30152,6097,2582,719,661
2515:154,6545,6901,9043,2312,347,3112,14762,2600,3105
2518:361,866,500,5097,4880,358,1164,262,826,2265
2520:17,616,302,654,58,84,542,15,564,76
2521:302,654,616,58,84,8,518,29,76,650
2524:302,17,654,58,616,84,650,8,1102,76
2536:17,302,8,542,518,15,76,84,564,6
2541:302,654,58,8,84,518,76,29,15,650
2547:17,302,654,616,58,650,76,29,8,84
2553:9134,44578,18939,25366,19507,35177,5125,31397,36848,50469
2558:661,1528,2153,5557,1460,10267,2318,3789,14754,7180
2560:616,58,84,29,76,15,1102,354,564,101
2563:302,654,58,84,15,650,29,76,564,101
2573:616,58,29,84,8,76,518,1102,354,6
2591:17,616,302,654,58,8,76,542,29,84
2596:17,302,616,654,84,58,518,29,1102,650
2597:780,226,5767,3137,3423,986,731,140,1884,2967
2601:866,361,238,190,358,901,409,1832,999,262
2604:4453,719,1682,1205,1460,168,17527,1326,481,8586
2611:302,654,84,616,58,8,518,354,76,29
2612:17,302,654,58,542,518,15,76,84,29
2615:8,84,29,518,542,650,76,564,1102,354
2625:8819,4154,90396,32648,87263,50698,37811,10131,14689,5496
2626:302,616,84,518,76,354,564,101,289,6
2634:17,654,616,58,302,8,518,101,15,542
2636:654,58,616,84,29,8,76,650,354,1102
2639:774,117,4372,1966,176,2579,1007,26621,50744,4339
2650:4308,33609,97607,2068,12968,90235,1205,44959,22505,8860
2661:17,616,518,302,654,8,84,58,101,1405
2663:17,84,302,654,8,616,518,58,899,70
2666:17,616,302,58,654,542,650,8,29,76
2676:17,654,302,616,58,84,354,76,650,15
2689:17,302,616,654,58,8,542,518,76,15
2693:790,650,10408,17,8,21813,27340,891,5303,908
2708:17,302,654,616,58,8,84,542,564,15
2709:17,616,654,245,302,542,8,518,58,15
2713:17,8,616,302,654,58,84,542,15,564
2715:984,1400,661,2153,5738,760,801,8733,5557,10267
2716:16542,1276,931,219,6733,287,76547,108903,77248,52469
2727:58,616,29,84,8,1102,650,354,76,518
2730:17,616,654,58,8,542,518,84,15,76
2731:616,84,29,8,76,650,354,1102,518,542
2734:1352,4825,7358,3307,1004,17797,51767,6713,1709,4444
2735:1527,1712,12990,8848,7831,4568,1206,1923,11725,10687
2737:1276,2739,230,931,913,3476,4697,1825,3897,725
2745:17,654,302,616,58,76,84,354,29,8
2746:16151,27209,24118,4158,5595,23595,32863,13137,35685,20922
2748:6165,10236,3105,19872,6901,64415,17582,1546,4908,1351
2756:302,654,616,58,84,8,650,29,76,518
2760:29,84,8,76,650,1102,518,542,138,15
2776:17,302,654,76,616,58,8,866,84,29
2799:9043,14237,13060,1787,7146,1546,11887,6901,6545,24381
2802:302,654,84,58,616,8,29,1102,354,76
2803:2595,88529,11718,2074,14237,670,97817,94755,347,33572
2804:17,654,302,616,58,650,84,224,354,8
2805:908,518,616,2121,496,5582,656,15,17,542
2812:302,654,8,29,650,76,542,354,101,289
2815:168,984,719,1400,463,8860,661,8733,10752,5480
2827:17,302,616,654,58,84,8,518,76,650
2831:654,58,84,29,8,76,518,354,138,542
2846:302,654,616,84,518,29,542,76,650,101
2848:17,654,616,8,29,84,76,518,650,15
2853:18850,83814,34823,75173,68624,27420,262,1867,69173,827
2854:866,361,238,999,901,190,358,500,2139,262
2857:17,302,654,58,616,650,29,76,84,518
2858:17,84,29,542,650,76,1102,15,101,6
2861:10981,311,911,11590,4040,17316,533,7622,6977,2543
2871:378,3107,7006,1589,3864,2904,3915,2083,5450,13660
2907:302,654,58,616,84,8,76,650,354,518
2912:719,168,3789,352,1326,5738,1460,297,481,4453
2914:17,302,654,58,8,518,542,76,650,29
2924:168,1326,5738,1147,1528,719,1460,5480,297,7838
2925:7851,154,11887,1787,19023,30632,57293,79576,74917,106900
2947:2741,18970,66050,46125,8643,29866,45907,74456,29331,9979
2951:6,11919,616,224,17,654,30839,3,285,302
2959:17,616,302,654,8,58,542,518,76,650
2960:17,302,616,654,8,58,518,84,76,542
2963:17,616,654,302,58,8,564,542,84,518
2965:6097,135,18240,650,29475,698,5557,564,984,3789
2967:302,654,616,58,8,84,518,76,542,564
2970:17,616,302,654,58,8,542,650,518,84
2977:378,7006,3915,2433,14685,1455,6552,1991,2904,7843
2981:84,29,8,650,76,518,542,1102,564,289
2989:17,302,654,616,58,76,8,84,650,542
2990:29000,55922,311,68489,1011,10981,533,2543,7926,28194
3002:17,302,654,76,616,58,8,866,84,29
3004:168,984,8860,463,1400,1326,5480,574,801,8733
3011:1164,15928,3755,2807,123142,5465,7471,54846,38342,109829
3013:311,8772,10981,911,2510,13341,17316,7622,7926,3034
3037:17,302,654,76,616,58,8,866,84,29
3038:17,8,302,616,84,32,76,564,518,650
3044:302,654,616,58,84,8,29,76,650,518
3070:4146,8783,10692,2354,6117,8129,12093,16658,5357,9043
3081:719,1205,1460,1326,168,696,2068,3789,7505,481
3100:302,616,84,29,8,76,650,518,542,1102
3102:168,984,1400,574,5480,719,463,8733,5557,8860
3105:17,654,302,58,8,518,84,15,564,29
3107:17,76,616,70,302,654,58,8,542,518
3110:17,616,302,654,58,8,518,542,15,245
3111:302,654,616,58,84,8,29,650,518,76
3113:17,302,616,654,58,8,542,76,650,15
3121:8,542,564,15,70,101,6,861,322,32
3125:17,302,654,616,58,84,8,29,76,354
3126:17,302,654,76,616,58,8,866,84,29
3129:302,616,8,84,542,29,518,76,564,289
3139:361,254,358,2139,500,238,1832,262,1200,190
3144:719,5480,1326,984,463,1400,2153,8860,5738,574
3152:17,616,302,654,58,8,542,518,650,76
3166:17,302,654,76,616,58,8,866,84,29
3167:238,361,866,500,262,358,901,409,999,190
3169:302,616,654,58,8,518,84,542,15,76
3170:17,616,302,654,8,58,76,564,518,650
3172:238,409,999,1200,190,901,358,2266,866,262
3176:58,616,84,8,76,650,542,518,354,15
3183:6901,10692,4146,154,12093,8783,6545,16658,8129,14762
3184:219,10175,3476,725,4697,1446,5287,230,931,287
3193:58,8,518,76,354,6,289,61,138,285
3195:17,302,8,84,654,616,518,58,542,245
3220:616,84,8,650,76,1102,518,138,542,736
3229:17,302,616,654,58,8,84,15,29,650
3234:302,654,616,1102,58,518,29,354,76,650
3237:110318,54099,41101,28760,9915,38702,56632,94914,34096,24374
3238:17,302,616,654,58,8,76,542,518,84
3239:17,58,616,29,84,8,1102,650,76,354
3246:533,603,8772,311,1337,911,2543,5319,11590,7622
3258:17,654,58,8,84,542,29,76,564,15
3263:17,302,616,654,58,8,542,76,15,564
3264:17,302,654,76,616,58,8,866,84,29
3277:168,719,984,5480,1528,1400,10267,463,2318,1460
3279:17,302,654,616,58,84,564,8,650,29
3295:2139,1730,361,866,358,262,2292,3484,238,1164
3305:1682,719,1205,2068,10267,1326,297,7225,4453,1460
3306:6901,4146,28389,8129,48431,11653,10692,9557,2354,5357
3308:17,302,616,654,58,542,8,518,15,76
3309:302,616,84,29,518,650,542,76,564,861
3319:17,302,654,76,616,58,8,866,84,29
3320:2548,3196,10541,197,5111,8069,7160,14793,5627,27094
3328:616,58,84,29,8,650,76,518,354,542
3329:226,81,5767,986,2967,731,1884,780,140,3599
3335:654,58,616,84,8,650,76,542,518,1102
3346:17,616,245,542,15,518,302,654,8,58
3352:17,654,302,616,58,8,84,542,76,518
3353:866,238,361,190,358,2139,409,262,500,999
3360:302,654,616,84,58,8,29,76,518,354
3374:17,616,654,58,302,15,542,8,518,29
3376:17,302,654,616,58,76,650,8,29,138
3383:17,70,138,654,302,354,84,58,29,616
3386:17,302,654,58,76,616,564,8,650,29
3411:17,302,654,616,58,29,84,8,76,650
3412:86514,12039,28790,104247,76480,63481,129,16258,6921,72467
3413:17,302,616,654,8,58,518,84,76,15
3416:4755,2880,10041,4568,1527,1923,12990,8848,7831,6434
3419:17,654,616,29,650,8,84,76,518,15
3421:17,84,8,650,76,542,518,564,354,861
3423:17,616,8,302,58,654,76,564,518,650
3426:17,616,654,302,58,542,8,15,518,861
3428:17,302,654,58,8,84,542,650,15,101
3429:302,654,84,8,76,650,518,354,542,1102
3431:3225,88768,34500,1730,2139,76,80576,47290,683,17
3432:17,302,654,616,564,58,650,8,84,736
3450:154,2312,7037,14885,347,11223,9043,14444,3105,14762
3453:168,719,5480,661,1326,1400,463,1528,760,10267
3475:17,2030,302,616,654,58,8,245,518,542
3478:84,8,650,518,15,1102,289,6,101,70
3479:17,654,616,302,58,8,650,518,15,29
3480:17,302,654,616,29,650,76,542,8,84
3490:17,84,542,1102,6,289,354,61,138,736
3500:654,616,58,8,84,518,542,650,29,15
3514:302,616,84,8,29,650,518,542,354,1102
3529:17,302,654,76,616,58,8,866,84,29
3546:17,58,302,654,8,861,84,76,650,518
3547:302,654,616,84,29,8,76,518,542,1102
3551:168,5738,1528,297,801,1124,719,23285,3789,2318
3557:168,719,984,1400,5480,1326,8860,661,8733,5738
3572:31775,901,19012,238,54245,29630,1069,56825,87374,81034
3579:17,58,616,29,8,354,518,650,76,138
